Category,Rating,SkillName,Description,SkillAuthor,Reviews,Quote2,Quote1,CategoryURL,SkillURL
Calendars & Reminders,2.7 out of 5 stars,"
		Leap year
	","With the Alexa Leap Year skill you can quickly find out if this year, or next year, or any year you give Alexa is a leap year. Never be wrong about this again with the Leap Year skill.","
            by Remon
        ",3,"
                                            ""Alexa, ask leap year about 2017""","
                                            ""Alexa, open leap year""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Remon-Leap-year/dp/B01M07CSU8
Calendars & Reminders,2.7 out of 5 stars,"
		Day of the year skill
	",Ask alexa and she will tell you current day of the year.,"
            by ryfeus
        ",3,"
                                            ""what is day of the year""","
                                            ""Alexa ask day calendar to get day of the year""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Day-of-the-year-skill/dp/B01LXFJVZ2
Calendars & Reminders,3.0 out of 5 stars,"
		Carpool Helper
	","This Alexa Skill can keep track of the days that you drive for your carpool and remind you in the mornings. Currently, it works with carpools based on days of the week (i.e. One person drives on certain days, and other drives on other days). The first time, the app will guide you through the setup process, then you can ask it if you are driving the carpool today, or if you are driving on a certain day (for example ""Am I driving carpool tomorrow?"" or ""Am I driving carpool on August 10th?""","
            by as
        ",1,"
                                            ""What days do I drive carpool?""","
                                            ""Alexa, ask Carpool Helper, am I driving carpool today?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/as-Carpool-Helper/dp/B01JPIPSXG
Calendars & Reminders,,"
		week number
	",Find the week number for any date in the past and the future.,"
            by SpeedyMarks
        ",,"
                                            ""what's the week number of today""","
                                            ""Alexa start week number""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/SpeedyMarks-week-number/dp/B06XGKTYSP
Calendars & Reminders,4.0 out of 5 stars,"
		LunarDate
	",This skill is to convert the Gregorian date to Chinese Lunar date,"
            by Pi Ke
        ",1,"
                                            ""lunar date today""","
                                            ""Alexa, open lunar date""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Pi-Ke-LunarDate/dp/B06ZZ8ZVGS
Calendars & Reminders,,"
		Celestial Attic
	",Celestial Attic's flash briefing will always give you the days geekiest events for Cleveland as well as interviews and geeky news. It is your best way to stay,"
            by Celestial Attic, LLc
        ",,"
                                            ""Alexa, what's in the news?""","
                                            ""Alexa, what's my Flash Briefing?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Celestial-Attic-LLc/dp/B07CJDZKBV
Calendars & Reminders,,"
		E-mail Note
	","With this skill, you can have a spoken note sent to any e-mail address.","
            by Profectus Webdesign
        ",,"
                                            ""Tomorrow at 5 pm the plumber arrives""","
                                            ""Alexa, start email note""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Profectus-Webdesign-E-mail-Note/dp/B07H9ZHH89
Calendars & Reminders,,"
		Vaisnava Calender
	",ISKON based vaisnava calendar. Provides Dates and times for Vaisnava festivals.,"
            by rajur
        ",,"
                                            ""Alexa, Open Vaisnava calender""","
                                            ""Alexa, Launch Vaisnava calender""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/rajur-Vaisnava-Calender/dp/B0744GCW8D
Calendars & Reminders,1.0 out of 5 stars,"
		Voice Vault
	",Voice Vault will store up to 10 phrases for you. ,"
            by Darvins Lab LLC
        ",2,"
                                            ""Alexa ask Voice Vault to add the alarm code is 6, 1, 8, 5.""","
                                            ""Alexa open Voice Vault""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Darvins-Lab-LLC-Voice-Vault/dp/B071NLG8G1
Calendars & Reminders,,"
		Iowa City Events
	","Do you want to know what events are going on in Iowa City and the University of Iowa? Well now you can with Alexa! This Flash Briefing skill collects events from various sources. To get started, go to the Flash Briefing settings and choose what events types and sources you are interested in.","
            by Ryan Wedoff
        ",,"
                                            ""Alexa, what's in the news?""","
                                            ""Alexa, what's my Flash Briefing?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Ryan-Wedoff-Iowa-City-Events/dp/B07BLJ9XJK
Calendars & Reminders,,"
		Klahanie Calendar
	","This skill helps to check and search Klahanie Community Events. Klahanie is a Community located in Sammamish, WA. There are quite a few events organized by Klahanie HOA and this skill helps you to easily access the events calendar. Icon is Calendar by iconsphere from the Noun Project. Thanks","
            by Yihong Su
        ",,"
                                            ""Alexa ask Klahanie Calendar to get me stuff happening August 19 2017""","
                                            ""Alexa open Klahanie Calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Yihong-Su-Klahanie-Calendar/dp/B073Y8KWL1
Calendars & Reminders,4.0 out of 5 stars,"
		Holidays Calendar
	",-This is a very simple and interesting Holidays Calendar.,"
            by Ashutosh Maurya
        ",3,"
                                            ""Two thousand seventeen""","
                                            ""Alexa launch Holidays Calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Ashutosh-Maurya-Holidays-Calendar/dp/B0762LW6C8
Calendars & Reminders,3.1 out of 5 stars,"
		Retirement Countdown
	","Tech-savvy members of the workforce may not have a whiteboard with the number of days left, but they are probably curious enough about when their last day of work is coming up. Retirement Countdown is an Amazon Alexa skill built to help these soon-to-be-retirees know simply by asking. Retirement Countdown will record the last day of work and then give the time left until freedom.","
            by notpace
        ",10,"
                                            ""Alexa, ask Retirement Countdown how many days I have left""","
                                            ""Alexa, open Retirement Countdown""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/notpace-Retirement-Countdown/dp/B06XP9RC96
Calendars & Reminders,,"
		Dubuque Chorale Calendar
	",This skill provides updated information from the web for the Dubuque Chorale's schedule of concerts and rehearsals. Information is gathered through their online live calendar and will be sent to your Alexa app upon request.,"
            by Version Coin LLC
        ",,"
                                            ""what concerts are happening on August 24th?""","
                                            ""Alexa open Chorale Calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Version-Coin-LLC-Dubuque-Calendar/dp/B073NQW43L
Calendars & Reminders,,"
		Giants Calendar
	",A simple calendar that tracks the next and last SF Giants games.,"
            by onejli
        ",,"
                                            ""Alexa, ask Giants Calendar for next home game""","
                                            ""Alexa, open Giants Calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/onejli-Giants-Calendar/dp/B073NT4NBR
Calendars & Reminders,,"
		Boulder Time
	","This skill will tell you if it is time for a boulder run or not. A boulder run occurs on the first snowfall. Hopefully it isn't, or maybe hopefully it is. We will just have to see.","
            by Like a Wave
        ",,"
                                            ""Alexa, start Boulder Time""","
                                            ""Alexa, Open Boulder Time""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Like-a-Wave-Boulder-Time/dp/B074CDWP4N
Calendars & Reminders,4.5 out of 5 stars,"
		What Week Is It
	",This skill tells you the week number of the year for the current day.,"
            by Amit Jotwani
        ",2,"
                                            ""tell me the week number""","
                                            ""Alexa, what week is it""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Amit-Jotwani-What-Week-Is/dp/B075FGN2YJ
Calendars & Reminders,,"
		When's Dinner
	","The purpose of When's Dinner is to remember what time dinner will be ready. After a dinner time is set, anyone who would like to know what time dinner is can ask. ","
            by Josue Macias
        ",,"
                                            ""Alexa, ask when's dinner what time is dinner.""","
                                            ""Alexa, tell when's dinner set dinner for 7 pm.""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Josue-Macias-Whens-Dinner/dp/B077R91PW6
Calendars & Reminders,,"
		Hijri
	",The skill provides date in Hijri for today or tomorrow's date.,"
            by MAST77
        ",,"
                                            ""Alexa, open hijri date and tell today's date""","
                                            ""Alexa, ask hijri date for today's date""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/MAST77-Hijri/dp/B078PZMDWR
Calendars & Reminders,,"
		UCSD PDS Calendar
	","This skill lets you access the calendar for the UCSD Pre-Dental Society! Come join us for fun, academic support, and awesome clinic opportunities.","
            by MX Apps
        ",,"
                                            ""get me events for August 7th""","
                                            ""Alexa, open p. d. s. calendar""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/MX-Apps-UCSD-PDS-Calendar/dp/B0749ZY83Z
Calendars & Reminders,2.4 out of 5 stars,"
		Assist Reminder
	","Assist Reminder will help you remember where you have put any of your items. You can do this by telling Alexa to remember where you have put certain things. Then you can tell Alexa to remind you where you have put these things. For example, you could say, ""Alexa, tell Assist Reminder I put my wallet on desk "". After which you can say ""Alexa, ask Assist Reminder where is my wallet"" and Alexa will tell you your wallet is on your desk. This is helpful for when you can not find your things, such as your badge, laptop, headphones, etc.","
            by E&V Corp
        ",4,"
                                            ""Alexa, ask Assist Reminder to list all""","
                                            ""Alexa, tell Assist Reminder I put my wallet in the desk.""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/E-V-Corp-Assist-Reminder/dp/B075DDQ2JL
Calendars & Reminders,4.0 out of 5 stars,"
		School Kit
	","School Kit lets you keep track of the stuff your kids need for school. Use ""Alexa, ask School Kit to add kit for Tuesday"" and you'll be prompted for which item of kit you want to add and who it is for. Alternatively, use ""Alexa, open School Kit. Add Games Kit for Thomas for Tuesday"". You can add as many items you like for as many children as you have. ","
            by No Way
        ",1,"
                                            ""Add games kit for Thomas for Tuesday""","
                                            ""Alexa, open School Kit""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/No-Way-School-Kit/dp/B076BZR63F
Calendars & Reminders,5.0 out of 5 stars,"
		Snowcone
	","Need a reminder to tune in to the weekly Alexa Developer Office Hours? Well, now we can help you with that.","
            by 3PO Labs
        ",2,"
                                            ""enable notifications for office hours""","
                                            ""Alexa, launch snow cone""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/3PO-Labs-Snowcone/dp/B072TZ34WJ
Calendars & Reminders,2.9 out of 5 stars,"
		Location Reminder
	","This skill is designed to help you remember where you put your stuff. You can tell it where your stuff is and after you inevitably forget it, you can just ask Alexa. Unfortunately this is setup for a pretty strict input structure. For making an entry say something like ""My/The/... stuff is/are in/at/under/... location"", and for getting reminded the command structure is ""where is/are my/the/... stuff"". You can also delete entries. I hope this skill helps somebody.","
            by Leon Schmidl
        ",10,"
                                            ""Alexa, tell Location Reminder my keys are in the drawer""","
                                            ""Alexa, Open Location Reminder""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Leon-Schmidl-Location-Reminder/dp/B06XY9DVZG
Calendars & Reminders,3.5 out of 5 stars,"
		jewish-holiday-today
	","Answers whether or not today is a Jewish holiday, speaking the name of the holiday if it is.","
            by Kurt Carpenter
        ",2,"
                                            ""Alexa, use Hebrew Calendar to tell me if it is a holiday""","
                                            ""Alexa, ask Hebrew Calendar if today is a holiday""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Kurt-Carpenter-jewish-holiday-today/dp/B01MSBZNHO
Calendars & Reminders,5.0 out of 5 stars,"
		Park Creek Activities
	","Stay connected and in touch with local community events at Park Creek! With just a simple ask of Alexa, she will be able to tell you all of our daily activities and much more! Need to hear it more than once? It's okay, just ask Alexa again, she doesn't mind!","
            by CT Home
        ",1,"
                                            ""Alexa, start park creek activities""","
                                            ""Alexa, open park creek activities""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/CT-Home-Park-Creek-Activities/dp/B07CZNSQQF
Calendars & Reminders,,"
		Alternate Side Parking Flash Briefing
	",Get New York City's Alternate Side Parking status as part of your flash briefing.,"
            by Kevin Merritt
        ",,"
                                            ""Alexa, what's in the news?""","
                                            ""Alexa, what's my Flash Briefing?""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Alternate-Side-Parking-Flash-Briefing/dp/B07C1SPYYN
Calendars & Reminders,,"
		Day Genie
	","Quickly find when is the first monday, weekend or some other day for the next month. You can also ask it to tell you what day of the week is the first of next month","
            by Amandeep Waraich
        ",,"
                                            ""Alexa, ask Day Genie when is the first Saturday of next month""","
                                            ""Alexa, ask Day Genie what is the first day of next month""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Amandeep-Waraich-Day-Genie/dp/B07B91WYLM
Calendars & Reminders,,"
		Labor Day Countdown
	","Tells the number of days until Labor Day. Just ask, ""Alexa, open Labor Day Countdown.""","
            by Tapgods
        ",,,"
                                            ""Alexa, open Labor Day Countdown""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Tapgods-Labor-Day-Countdown/dp/B072QKT87R
Calendars & Reminders,,"
		NYC Public Schools
	",Tells you if public schools are in session today in New York City.,"
            by Art Kay
        ",,"
                                            ""Alexa, open public schools""","
                                            ""Alexa, ask public schools what is the status""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Art-Kay-NYC-Public-Schools/dp/B072N4PJMN
Calendars & Reminders,,"
		Spacecoast Freewheelers Ride Calendar
	","This skill lets you ask for the rides and events from the Spacecoast Freewheelers Cycling Club based in Brevard county, Florida. You no longer have to open the browser and go to the SCFW website to get the latest rides and events. Ask Alexa and get ready to ride!","
            by Carlos Felix
        ",,"
                                            ""Alexa, ask Spacecoast Freewheelers what rides are on next week""","
                                            ""Alexa, ask Spacecoast Freewheelers what rides are on Sunday""",https://www.amazon.com/b/ref=s9_acsd_hfnv_hd_bw_bFajuMl_ct_x_ct00_w?_encoding=UTF8&node=14284885011&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_r=VN4TG1FGBYPD3E37P4X5&pf_rd_t=101&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_p=09f43a4c-9b53-500f-857f-030eaebbc6cb&pf_rd_i=14284882011,https://www.amazon.com/Carlos-Felix-Spacecoast-Freewheelers-Calendar/dp/B072LB9YSC
